AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
AcousticRating_Architektonische Bauteil / Element (Allgemein),AcousticRating,1700,Bau-Schalldämmmass R'w,Pset*Common,,,,dB,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),25.0,Architektonische Bauteil / Element (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.
- Wählen Sie die passendste IfcEntität (z.B. IfcSlab)
- Nutzen Sie PredefinedType zur genaueren Spezifikation
- Pflegen Sie relevante Attribute
- Verwenden Sie einheitliche Bezeichnungen
- Modellieren Sie Bauteile geschossweise (z.B. Wände an Geschossgrenzen trennen)
- Wählen Sie den größtmöglichen geometrischen Abstraktionsgrad (z.B. Platzhalterelement statt Details)","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Architektonische Bauteil / Element (Allgemein),PredefinedType_Architektonische Bauteil / Element (Allgemein),Status_Architektonische Bauteil / Element (Allgemein),FireRating_Architektonische Bauteil / Element (Allgemein),External _Architektonische Bauteil / Element (Allgemein),AcousticRating_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),LoadBearing_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
PredefinedTyp_Raum,PredefinedTyp,4,"Standard IFC PredefinedType Wert: ""SPACE""",,SPACE,,IfcSpaceTypeEnum ,,checked,checked,checked,checked,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,4.0,,,,,,1.0
PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType,4,"Der PredefinedType ist eine standardisierte Typisierung, welche als Investition in die Zukunft und für einen besseren Datenaustausch geführt werden soll.

WINDOW ... Fenster in Wand
SKYLIGHT ... Dachfenster
LIGHTDOME ... Lichtkuppel
USERDEFINED ... alle anderen",,"WINDOW,  SKYLIGHT, LIGHTDOME, UNDEFINED",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Name_eBKP-H Werte für Klassifizierung,Name,1,Alle Bauteile sind nach eBKP-H Gruppe und zweistelligen Zahlencode zu klassifizieren.,,^[A-Z]\d{2}\.\d{2}$,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",eBKP-H Werte für Klassifizierung,Architektur Gesamtmodell inkl. Räumen,Visualisieren der eBKP-h Zuordnung von Bauteilen für Plausibilisierungen,Grundleistung,Planer (CDE oder Modell),21.0,eBKP-H Werte für Klassifizierung,IfcClassificationReference,Alle Bauteile in den Modellen sind nach eBKP-H zu klassifizieren. d.h. Die Bauteile werden der eBKP-H Klassifizierung zugeordnet.,Projekt,Name_eBKP-H Werte für Klassifizierung,Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,17.0,,,,,,1.0
IsExternal_Raum,IsExternal,1301,Angabe ob es sich bei dem Raum um einen Innenraum oder Aussenraum handelt.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
SpaceTemperatureWinterMin_Raum,SpaceTemperatureWinterMin,1406,Raumklima Temperatur [°C] Winter minimal,Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
SpaceTemperatureSummerMax_Raum,SpaceTemperatureSummerMax,1405,Raumklima Temperatur [°C] Sommer maximal,Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
SpaceHumidityMax_Raum,SpaceHumidityMax,1404,Raumklima Luftfeuchtigkeit [%],Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
RiskLevel_Gebäude / Bauwerke,RiskLevel,101,"Klassifikation gemäss BBL, Werte 1-4",Cust_Building,"1, 2, 3, 4",,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,Projektstart mit BIM,Grundleistung,Planer (CDE oder Modell),3.0,Gebäude / Bauwerke,IfcBuilding,"Das Gebäude dient als logische Gliederungsebene - Analog dem Teilprojekt. Die Aufteilung in Gebäude ist mit dem Projektleiter im Vorfeld abzuklären. Kriterien können sein:
- Kostengliederung / Teilobjekte
- Reduktion der Dateigrösse für besser Performance
- Etappierungen
- ...",Planungsperimeter / Projektperimeter,"BuildingID_Gebäude / Bauwerke,YearOfConstruction_Gebäude / Bauwerke,Reference_Gebäude / Bauwerke,Name_Gebäude / Bauwerke,Description_Gebäude / Bauwerke,AdressNumber_Gebäude / Bauwerke,InsuranceNumber_Gebäude / Bauwerke,RiskLevel_Gebäude / Bauwerke",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,3.0,,,,,,1.0
Name_Gebäudezone,Name,1,Gebäudezone gemäss Nummerierungskonzept des Planers. Starten Sie die Bezeichnung mit GB gefolgt von einer ganzzahligen Nummer. z.B. GB13,,^GB\d+$,^GB\d+$,IfcLabel,,checked,checked,checked,checked,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäudezone,Architektur Gesamtmodell inkl. Räumen,Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell),17.0,Gebäudezone,IfcZone,Die Gebäudezonen werden als IfcZone modelliert und zeigen welche Räume welchem Gebäudeteil  zugeordnet  sind.Die einzelnen modellierten Räumen werden den Zonen zugeordnet. Ein Raum kann somit teil von unterschiedlichen Zonen sein.,Projekt,Name_Gebäudezone,Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,9.0,,,,,,1.0
InsuranceNumber_Gebäude / Bauwerke,InsuranceNumber,101,Amtliche Gebäude-Nr. (Versicherungs-Nr.),Cust_Building,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Gebäude / Bauwerke,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),3.0,Gebäude / Bauwerke,IfcBuilding,"Das Gebäude dient als logische Gliederungsebene - Analog dem Teilprojekt. Die Aufteilung in Gebäude ist mit dem Projektleiter im Vorfeld abzuklären. Kriterien können sein:
- Kostengliederung / Teilobjekte
- Reduktion der Dateigrösse für besser Performance
- Etappierungen
- ...",Planungsperimeter / Projektperimeter,"BuildingID_Gebäude / Bauwerke,YearOfConstruction_Gebäude / Bauwerke,Reference_Gebäude / Bauwerke,Name_Gebäude / Bauwerke,Description_Gebäude / Bauwerke,AdressNumber_Gebäude / Bauwerke,InsuranceNumber_Gebäude / Bauwerke,RiskLevel_Gebäude / Bauwerke",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
