AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE
GlazingAreaFraction_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),GlazingAreaFraction,801.0,"Für den Glasanteil von Fenstern ist das Verhältnis zwischen Glasfläche / Türfläche einzutragen,",Pset_DoorCommon,,,IfcPositiveRatioMeasure,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Datenübergabe in Bewirtschaftung BBL,Sonderleistung,Planer (CDE oder Modell)
HasDrive_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),HasDrive,802.0,Gibt an ob die Tür Elektrisch öffenbar ist.,Pset_DoorCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Wartung / Inspektion (OM),Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal,803.0,Gibt an ob es sich um ein Innen- oder um ein Aussenfenster handelt.,Pset_DoorCommon,TRUE,,IfcBoolean,,,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Fassadenplanung,"Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal,803.0,Gibt an ob es sich um ein Innen- oder um ein Aussenfenster handelt.,Pset_DoorCommon,FALSE,,IfcBoolean,,,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
SecurityRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),SecurityRating,804.0,Angaben des Einbruchsschutzes.,Pset_DoorCommon,"RC 1 N, RC 2 N, RC 3, RC 4, RC 5, RC 5, RC 6, keine Anforderungen",,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM),Visualisieren der Sicherheitszonen",Grundleistung,Planer (CDE oder Modell)
Status_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Status,805.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_DoorCommon,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung""",Grundleistung,Planer (CDE oder Modell)
LandID_Planungsperimeter / Projektperimeter,LandID,900.0,"Angabe der Grösse der Grundstücksfläche wie sie im Grundbuch verzeichnet ist (mehrere Grundstückflächen mit Trennzeichen ""; "")",Pset_LandRegistration,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
ModelLabel_Bauteil Typ Architektur,ModelLabel,1000.0,"Artikelnummer: ""T-01254-0255""",Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
ModelLabel_HLKSE Bauteil Typ,ModelLabel,1002.0,"Artikelnummer: ""T-01254-0255""",Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
ModelLabel_Bauteil Typ Tragwerk,ModelLabel,1006.0,"Artikelnummer: ""T-01254-0255""",Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
ModelReference_Bauteil Typ Architektur,ModelReference,1009.0, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
ModelReference_HLKSE Bauteil Typ,ModelReference,1011.0, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
ModelReference_Bauteil Typ Tragwerk,ModelReference,1014.0, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
SerialNumber_Bauteil Typ Architektur,SerialNumber,1018.0,"Hersteller Seriennummer zu allen Elemente TGA sowie bewegliche Bauteile wie Fenster, Türen, Tore, bsp: ""F500-XXX""",Pset_ManufacturerOccurrence,,,IfcIdentifier,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
SerialNumber_HLKSE Bauteil Typ,SerialNumber,1021.0,"Hersteller Seriennummer zu allen Elemente TGA sowie bewegliche Bauteile wie Fenster, Türen, Tore, z.B. ""F500-XXX""",Pset_ManufacturerOccurrence,,,IfcIdentifier,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
SerialNumber_Bauteil Typ Tragwerk,SerialNumber,1025.0,"Hersteller Seriennummer zu allen Elemente TGA sowie bewegliche Bauteile wie Fenster, Türen, Tore, bsp: ""F500-XXX""",Pset_ManufacturerOccurrence,,,IfcIdentifier,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
Manufacturer_Bauteil Typ Architektur,Manufacturer,1100.0,"Name des Herstellers. z.B. ""Partner Kontakt""
info@musterunternehmer.ch",Pset_ManufacturerTypeInformation,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
Manufacturer_HLKSE Bauteil Typ,Manufacturer,1102.0,"Name des Herstellers. z.B. ""Mustermann AG""
",Pset_ManufacturerTypeInformation,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
Manufacturer_Bauteil Typ Tragwerk,Manufacturer,1106.0,"Name des Herstellers. z.B. ""Partner Kontakt""
info@musterunternehmer.ch",Pset_ManufacturerTypeInformation,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
Identifier_Planungsperimeter / Projektperimeter,Identifier,1200.0,"Nummer der Wirtschaftseinheit: ""2564""",Pset_PropertyAgreement,,,IfcIdentifier,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
PropertyName_Planungsperimeter / Projektperimeter,PropertyName,1201.0,"Bezeichnung der Wirtschaftseinheit. z.B. ""Sammlungszentrum""",Pset_PropertyAgreement,,,IfcLabel,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Planungsperimeter / Projektperimeter,"Architektur Gesamtmodell inkl. Räumen,Architektur Referenzmodell / Perimeter / Koordinationselemente","Datenübergabe in Bewirtschaftung BBL,Projektstart mit BIM",Grundleistung,Planer (CDE oder Modell)
IsExternal_Sonnenschutz ,IsExternal,1202.0,"Gibt an, ob es sich um einen aussenliegenden (TRUE) oder um einen Innenliegenden Sonnenschutz (FALSE) handelt.",Pset_ShadingDeviceCommon,"TRUE, FALSE",,,,,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Sonnenschutz ,Fassadenplanung,Reinigung / Umgebungspflege,Grundleistung,Planer (CDE oder Modell)
Status_Sonnenschutz ,Status,1203.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_ShadingDeviceCommon,"TRUE, FALSE",,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Sonnenschutz ,Fassadenplanung,Reinigung / Umgebungspflege,Grundleistung,Planer (CDE oder Modell)
FireExit_Raum,FireExit,1300.0,Gibt an ob es sich bei dem Raum um einen Fluchtweg handelt.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
IsExternal_Raum,IsExternal,1301.0,Angabe ob es sich bei dem Raum um einen Innenraum oder Aussenraum handelt.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Reinigung / Umgebungspflege,Beschaffung (PM/OM),Berechnen von SIA416 Volumenkennwerten,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,Planer (CDE oder Modell)
IsExternal_Aussenraum,IsExternal,1302.0,Angabe ob es sich bei dem Raum um einen Innenraum oder Aussenraum handelt.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Aussenraum,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Reinigung / Umgebungspflege,Beschaffung (PM/OM),Berechnen von SIA416 Volumenkennwerten,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,Planer (CDE oder Modell)
NetPlannedArea_Raum,NetPlannedArea,1306.0,"Raumfläche gemäss Pflichtenheft z.B: ""30.00""",Pset_SpaceCommon,,,IfcAreaMeasure,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Grundleistung,BBL
HandicapAccessible_Raum,HandicapAccessible,1307.0,Gibt an ob der Raum Barrierefrei erreichbar ist.,Pset_SpaceCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
FireExit_Raum,FireExit,1400.0,Gibt an ob es sich bei dem Raum um einen Fluchtweg handelt.,Pset_SpaceFireSafetyRequirements,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
MinimumHeadroom_Raum,MinimumHeadroom,1401.0,"Raumhoehe Soll: Geforderte Raumhöhe gemäss Vorgabe Raumbuch, Pflichteheft etc.",Pset_SpaceOccupancyRequirements,,,Q_Length,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Grundleistung,BBL
OccupancyNumber_Raum,OccupancyNumber,1402.0,Die Anzahl der Personen die für der Raum vorgesehen ist.,Pset_SpaceOccupancyRequirements,,,IfcCountMeasure,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm",Grundleistung,BBL
NaturalVentilationRate_Raum,NaturalVentilationRate,1403.0,Luftmengen pro Raum [m3/h] für Lüftungsauslegung,Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
SpaceHumidityMax_Raum,SpaceHumidityMax,1404.0,Raumklima Luftfeuchtigkeit [%],Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
SpaceTemperatureSummerMax_Raum,SpaceTemperatureSummerMax,1405.0,Raumklima Temperatur [°C] Sommer maximal,Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
SpaceTemperatureWinterMin_Raum,SpaceTemperatureWinterMin,1406.0,Raumklima Temperatur [°C] Winter minimal,Pset_SpaceThermalRequirements,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
PointOfContact_Bauteil Typ Architektur,PointOfContact,1500.0,"Gültige E-Mail Adresse Lieferant: ""info@lieferant.com""",Pset_Warranty,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
